Date;Age;Gender;Position ;Experience;Seniority_level;Programming_language;Salary;Vacation_days;Employment_status;Contract_duration;Language;Company_size
25.11.2020 11:30;40;Male;Software Engineer;18;Senior;java;160000;15;Self-employed (freelancer);Temporary contract;German;micro
25.11.2020 11:37;29;Male;Data Scientist;4;Middle;Python + SQL;37500;16;Full-time employee;Unlimited contract;Italian;large
25.11.2020 11:39;32;Male;Software Engineer;10;Middle;javascript;65000;24;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 11:41;28;Male;Software Engineer;5;Middle;Java;56000;25;Full-time employee;Unlimited contract;English;small
25.11.2020 11:42;27;Male;DevOps;7;Senior;Go;80000;26;Full-time employee;Unlimited contract;English;large
25.11.2020 11:47;33;Male;Software Engineer;16;Senior;Java;83000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 11:48;34;Male;QA Engineer;5;Senior;Java;76500;3;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 11:49;31;Male;Frontend Developer;8;Senior;Typescript;60000;30;Full-time employee;Unlimited contract;English;small
25.11.2020 11:51;31;Male;Frontend Developer;8;Senior;Typescript, Web apps;79000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 11:54;31;Male;Data Scientist;5;Middle;Python;90000;27;Full-time employee;Unlimited contract;English;large
25.11.2020 11:54;27;Male;ML Engineer;6;Middle;Python;82000;28;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 11:57;29;Male;Backend Developer;10;Senior;Scala;78000;30;Full-time employee;Unlimited contract;English;small
25.11.2020 12:01;39;Male;Software Engineer;6;Senior;PHP;60000;25;Full-time employee;Unlimited contract;English;large
25.11.2020 12:04;35;Male;Frontend Developer;10;Senior;JavaScript;75000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 12:05;38;Male;Tech Leader;24;Head;Java;130000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 12:15;32;Male;QA Engineer;7;Senior;Swift;65000;24;Full-time employee;Temporary contract;English;medium-size
25.11.2020 12:20;35;Male;SRE;10;Senior;Terraform ;75000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 12:21;28;Male;ML Engineer;2;Middle;Java;36000;36;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 12:23;30;Female;Data Scientist;6;Senior;python;76000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 12:27;30;Male;Data Engineer;5;Lead;;90000;26;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 12:29;26;Male;Data Engineer;2;Middle;Python;54000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 12:41;25;Male;Data Engineer;3;Senior;Scala;65000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 12:44;30;Male;Product Manager;3;Junior;;30000;30;Full-time employee;Unlimited contract;English;small
25.11.2020 12:44;27;Male;DevOps;4;Middle;AWS;66000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 12:47;28;Male;Product Manager;7;Head;;60000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 13:02;22;Male;Presales Engineer ;4;Middle;Java, .Net;63000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 13:03;37;Female;Data Scientist;2;Middle;Python;62000;30;Full-time employee;Unlimited contract;German;large
25.11.2020 13:05;25;Male;Data Scientist;1;Junior;Python, statistics, SQL;51000;28;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 13:12;33;Male;Backend Developer;11;Senior;Scala;154000;22;Self-employed (freelancer);Temporary contract;German;small
25.11.2020 13:37;25;Male;Software Engineer;5;Senior;Node.js;57000;24;Full-time employee;Temporary contract;English;micro
25.11.2020 13:39;26;Female;Data Scientist;4;Middle;Sql, BQ, tableau, gtm, ga;45000;25;Full-time employee;Temporary contract;English;large
25.11.2020 13:41;29;Male;Frontend Developer;3;Middle;React ;43000;28;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 13:41;22;Female;Business Development Manager Operations ;4;Middle;Business Development Manager Operation ;39000;24;Full-time employee;Temporary contract;English;extra-large
25.11.2020 13:43;30;Male;Frontend Developer;4;Senior;TypeScript;73000;26;Full-time employee;Unlimited contract;English;large
25.11.2020 13:45;30;Male;Frontend Developer;11;Senior;Typescript;74000;28;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 13:45;28;Female;Program Manager;10;Senior;Management;86000;31;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 13:49;29;Male;Frontend Developer;9;Senior;Javascript / Typescript;74000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 13:50;32;Male;DevOps;10;Middle;Bash;55000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 13:51;36;Male;Researcher;4;Middle;C++;40000;28;Full-time employee;Temporary contract;English;micro
25.11.2020 13:51;32;Male;Product Manager;7;Senior;;85000;27;Full-time employee;Unlimited contract;English;large
25.11.2020 13:54;30;Female;Software Engineer;4;Middle;Python;56000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 13:55;29;Male;Software Engineer;7;Middle;C++;70000;30;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 13:56;32;Female;QA Engineer;10;Middle;Java;68000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 13:57;34;Male;QA Engineer;10;Senior;JS;70000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 13:58;30;Male;Data Scientist;6;Senior;;72000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 13:59;40;Male;Engineering manager;15;Head;Python;80000;28;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 14:00;31;Male;Software Engineer;8;Senior;Java, Kotlin;77000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 14:00;38;Male;Data Scientist;15;Senior;Python;56000;21;Full-time employee;Unlimited contract;English;small
25.11.2020 14:02;39;Male;Data Scientist;10;Senior;R;80000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 14:08;35;Male;Backend Developer;13;Senior;Nodejs;90000;31;Full-time employee;Unlimited contract;English;micro
25.11.2020 14:08;30;Female;QA Engineer;5;Middle;TS;54000;28;Full-time employee;Unlimited contract;English;small
25.11.2020 14:08;36;Male;Engineering Manager;18;Head;C++;98000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 14:09;41;Male;Backend Developer;20;Senior;Python;93000;29;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 14:14;41;Male;Software Engineer;18;Lead;PHP;100000;28;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 14:21;28;Female;Data Scientist;6;Senior;sql;70000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 14:21;33;Male;Software Engineer;10;Lead;javascript;75000;26;Full-time employee;Unlimited contract;English;large
25.11.2020 14:26;31;Male;Software Engineer;3;Middle;JavaScript ;63000;30;Full-time employee;Unlimited contract;German;medium-size
25.11.2020 14:27;29;Male;Backend Developer;5;Senior;Java;70000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 14:32;23;Male;Backend Developer;3;Middle;Java;80000;28;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 14:35;34;Male;QA Engineer;10;Lead;Java;85000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 14:37;45;Male;Backend Developer;30;Senior;PHP;55000;24;Full-time employee;Unlimited contract;English;small
25.11.2020 14:37;37;Male;Embedded Software Engineer;15;Senior;C/C++;78000;28;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 14:37;31;Male;Software Engineer;9;Lead;javascript;99000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 14:48;32;Male;Backend Developer;15;Senior;Golang;90000;25;Full-time employee;Unlimited contract;English;small
25.11.2020 14:53;45;Female;Product Manager;15;Lead;Java;52000;28;Full-time employee;Unlimited contract;English;small
25.11.2020 14:55;42;Male;Software Engineer;16;Senior;java/scala/go/clouds/devops;36000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 14:56;23;Male;Dana Analyst;4;Middle;;45000;26;Full-time employee;Unlimited contract;English;small
25.11.2020 14:56;36;Male;Backend Developer;14;Middle;JS;75000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 14:57;40;Male;Team Manager;20;Lead;C#;85000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 14:58;28;Male;Backend Developer;7;Senior;Java;95000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 14:58;35;Male;Backend Developer;15;Senior;C;63000;30;Full-time employee;Unlimited contract;German;medium-size
25.11.2020 15:03;37;Male;Backend Developer;12;Senior;Java;102000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 15:03;33;Male;Software Engineer;10;Lead;C/C++;95000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 15:05;33;Male;Backend Developer;13;Senior;Java;78600;30;Full-time employee;Unlimited contract;English;large
25.11.2020 15:11;31;Male;Software Engineer;10;Lead;Java ;70000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 15:16;31;Male;Software Engineer;4;Middle;Java;67000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 15:27;28;Male;Software Engineer;3;Middle;Java;42000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 15:51;31;Male;QA Engineer;6;Senior;Python;53000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 15:53;40;Male;Software Engineer;20;Lead;Swift;250000;45;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 16:06;25;Female;Software Engineer;3;Middle;Java;53000;30;Full-time employee;Unlimited contract;German;extra-large
25.11.2020 16:08;35;Male;Data Analyst;9;Senior;Python;77000;28;Full-time employee;Unlimited contract;German;large
25.11.2020 16:08;35;Male;Software Engineer;15;Senior;.net;80000;30;Full-time employee;Unlimited contract;English;small
25.11.2020 16:10;41;Male;DevOps;20;Senior;Linux/UNIX, GIT, Virtualisation Platforms, *shell(s) scripts;58800;35;Full-time employee;Unlimited contract;German;extra-large
25.11.2020 16:16;33;Male;DevOps;8;Senior;AWS;75000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 16:17;33;Male;Data Engineer;13;Senior;Python;85000;26;Full-time employee;Unlimited contract;English;large
25.11.2020 16:26;38;Male;Software Engineer;15;Senior;Java;70000;26;Full-time employee;Unlimited contract;English;small
25.11.2020 16:39;35;Male;Software Engineer;10;Senior;php;78000;27;Full-time employee;Unlimited contract;German;micro
25.11.2020 16:42;36;Female;Data Scientist;5;Senior;Python;75000;28;Part-time employee;Unlimited contract;English;medium-size
25.11.2020 16:50;49;Male;Software Engineer;27;Senior;Java;57000;30;Full-time employee;Unlimited contract;German;large
25.11.2020 17:02;32;Female;Software Engineer;6;Lead;Java;75000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 17:06;27;Female;Data Analyst ;1;Middle;Python, SQL;63000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 17:08;31;Male;Data Scientist;6;Senior;python;60000;30;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 17:09;31;Male;Mobile Developer;8;Senior;Swift;60000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 17:11;28;Male;Backend Developer;4;Middle;Java;44000;30;Full-time employee;Unlimited contract;German;large
25.11.2020 17:13;28;Female;Frontend Developer;3;Middle;JavaScript;54500;28;Full-time employee;Unlimited contract;English;large
25.11.2020 17:20;27;Male;Software Engineer;2;Lead;DWH;90000;31;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 17:20;29;Male;Frontend Developer;8;Head;JavaScript;82500;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 17:45;32;Female;Data Engineer;10;Middle;Python;75000;27;Full-time employee;Unlimited contract;English;small
25.11.2020 17:45;28;Male;QA Engineer;5;Middle;QA;60000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 17:48;38;Male;Mobile Developer;16;Senior;Swift;85000;24;Full-time employee;Unlimited contract;English;large
25.11.2020 17:48;29;Male;Data Engineer;3;Middle;Azure;54000;30;Full-time employee;Unlimited contract;German;extra-large
25.11.2020 17:49;30;Male;Backend Developer;7;Senior;C++;65000;33;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 17:58;33;Female;Designer (UI/UX);6;Middle;Sketch, Figma;42000;28;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 18:00;30;Male;Data Scientist;6;Junior;Python;51000;30;Full-time employee;Unlimited contract;German;large
25.11.2020 18:02;31;Male;Product Manager;5;Lead;n/a;76000;28;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 18:04;37;Male;Mobile Developer;16;Senior;iOS;65000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 18:12;32;Male;Mobile Developer;13;Senior;Kotlin;85000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 18:15;32;Female;QA Engineer;9;Middle;;60000;30;Full-time employee;Unlimited contract;German;large
25.11.2020 18:19;40;Male;Product Manager;13;Head;;90000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 18:19;30;Male;Software Engineer;7;Senior;Java;86000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 18:24;30;Male;Software Engineer;8;Senior;JS;60000;25;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 18:28;32;Male;QA Engineer;10;Senior;js;81000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 18:28;32;Male;DevOps;7;Middle;k8s;60000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 18:31;34;Male;Software Engineer;12;Senior;Java;74000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 18:45;43;Male;Backend Developer;10;Senior;Php;57600;26;Full-time employee;Unlimited contract;German;large
25.11.2020 18:49;33;Male;Software Engineer;13;Senior;Java;70000;24;Full-time employee;Unlimited contract;English;large
25.11.2020 18:51;28;Female;QA Engineer;8;Senior;Kotlin;75000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 18:51;33;Male;Software Engineer;11;Senior;Java;65000;28;Full-time employee;Unlimited contract;English;small
25.11.2020 18:53;33;Male;Software Engineer;11;Lead;Frontend: react, node.js;90000;28;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 18:56;51;Male;Software Engineer;30;Senior;VB, RPA, Python;60000;30;Full-time employee;Unlimited contract;German;extra-large
25.11.2020 18:57;35;Male;Software Engineer;8;Senior;Go;90000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 18:58;35;Male;Software Engineer;1;Junior;FBD;30000;26;Full-time employee;Unlimited contract;German;micro
25.11.2020 19:02;28;Male;Software Engineer;6;Middle;C, C++;64000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 19:02;25;Male;Mobile Developer;2;Middle;Swift, Objective-C, iOS;44000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 19:10;32;Male;Backend Developer;10;Lead;Ruby;80000;28;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 19:15;32;Male;Software Engineer;9;Lead;Embedded;73000;28;Full-time employee;Unlimited contract;English;large
25.11.2020 19:31;26;Male;Architect ;9;Head;Go;120000;24;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 19:33;25;Male;Software Engineer;6;Senior;JavaScript / TypeScript;71750;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 19:38;27;Female;Backend Developer;5;Middle;Kotlin;65000;30;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 19:44;28;Male;Frontend Developer;7;Senior;Javascript;80000;29;Full-time employee;Unlimited contract;English;small
25.11.2020 19:44;32;Female;QA Engineer;8;Senior;Java;60000;26;Full-time employee;Unlimited contract;English;large
25.11.2020 19:54;28;Male;Backend Developer;7;Senior;Java;66000;28;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 19:57;34;Male;Frontend Developer;13;Lead;JavaScript;85000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 20:01;35;Male;Data Scientist;10;Middle;python;65000;25;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 20:13;38;Male;Head of Engineering;20;Head;Java;130000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 20:31;36;Male;Product Manager;10;Senior;;85000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 20:34;31;Female;QA Engineer;8;Middle;Java;45000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 20:41;43;Male;SAP Consultant;20;Senior;SAP / ABAP;82000;32;Full-time employee;Unlimited contract;German;extra-large
25.11.2020 20:42;38;Male;Data Scientist;15;Head;Python;100000;27;Full-time employee;Unlimited contract;English;large
25.11.2020 20:47;35;Male;DevOps;17;Lead;Kubrrnetes;72000;30;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 20:52;32;Male;DevOps;10;Middle;python;62000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 21:05;43;Male;DevOps;21;Lead;;83000;28;Full-time employee;Unlimited contract;German;medium-size
25.11.2020 21:19;37;Male;Mobile Developer;17;Senior;Swift;77000;28;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 21:48;29;Male;Mobile Developer;5;Senior;iOS;65000;27;Full-time employee;Unlimited contract;English;large
25.11.2020 22:11;38;Male;Backend Developer;4;Middle;PHP;43000;30;Full-time employee;Unlimited contract;English;micro
25.11.2020 22:40;29;Male;Frontend Developer;6;Middle;TypeScript;55000;30;Full-time employee;Unlimited contract;German;small
25.11.2020 23:01;35;Male;QA Engineer;12;Senior;JS;63000;30;Full-time employee;Unlimited contract;English;large
25.11.2020 23:03;41;Male;Software Engineer;19;Senior;Java;75000;27;Full-time employee;Unlimited contract;English;large
25.11.2020 23:08;26;Female;BI Consultant SAP/ Data Engineer;5;Middle;ABAP;65000;30;Full-time employee;Unlimited contract;German;micro
25.11.2020 23:30;30;Male;Data Engineer;6;Middle;Python;65000;27;Full-time employee;Unlimited contract;English;extra-large
25.11.2020 23:32;26;Male;DevOps;3;Middle;networking, linux, automation, cloud;37000;25;Full-time employee;Unlimited contract;English;medium-size
25.11.2020 23:42;35;Female;Backend Developer;4;Middle;PHP;51000;30;Full-time employee;Unlimited contract;German;large
26.11.2020 00:00;44;Male;Business Analyst;15;Head;UML;60000;30;Self-employed (freelancer);Unlimited contract;English;large
26.11.2020 00:16;32;Male;Frontend Developer;13;Senior;JavaScript;70000;25;Full-time employee;Unlimited contract;English;small
26.11.2020 04:00;33;Male;Data Scientist;2;Lead;Spark;70000;25;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 04:00;32;Male;Frontend Developer;8;Senior;Js, reactJS ;65000;30;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 04:18;26;Male;Data Engineer;4;Middle;Scala;51000;30;Full-time employee;Unlimited contract;English;small
26.11.2020 06:01;43;Male;Engineering Manager;20;Lead;Java;105000;30;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 07:06;33;Male;Software Engineer;11;Senior;JavaScript ;80000;30;Full-time employee;Unlimited contract;English;large
26.11.2020 07:14;35;Female;Software Engineer;1;Junior;ABAP;50000;30;Full-time employee;Unlimited contract;German;medium-size
26.11.2020 08:04;28;Male;Frontend Developer;5;Middle;JavaScript;72000;28;Full-time employee;Unlimited contract;German;small
26.11.2020 08:35;36;Male;DevOps;16;Senior;SRE;105000;30;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 08:37;27;Male;Data Engineer;2;Junior;Python ;49000;30;Full-time employee;Unlimited contract;German;small
26.11.2020 08:39;36;Male;Backend Developer;4;Middle;Java;55000;28;Full-time employee;Unlimited contract;English;large
26.11.2020 08:40;38;Male;Backend Developer;5;Middle;Java;66000;28;Full-time employee;Unlimited contract;English;large
26.11.2020 08:40;28;Male;Mobile Developer;6;Middle;Android;85000;32;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 08:41;25;Male;Mobile Developer;8;Senior;Clojure;85000;24;Full-time employee;Unlimited contract;English;medium-size
26.11.2020 08:42;30;Male;Frontend Developer;6;Senior;Javascript;79000;27;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 09:02;30;Male;Backend Developer;8;Middle;Python;74000;27;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 09:09;28;Male;Backend Developer;8;Lead;Ruby;67000;28;Full-time employee;Unlimited contract;English;medium-size
26.11.2020 09:13;32;Female;DevOps;9;Middle;Terraform, Kubernetes, AWS, GCP, Ansible, Puppet;74000;40;Full-time employee;Unlimited contract;English;large
26.11.2020 09:20;29;Male;Frontend Developer;3;Middle;JavaScript ;48000;26;Full-time employee;Unlimited contract;English;medium-size
26.11.2020 09:26;30;Female;Product Manager;8;Middle;;57760;30;Full-time employee;Unlimited contract;English;small
26.11.2020 09:38;35;Male;Software Engineer;13;Lead;TypeScript;103000;29;Full-time employee;Unlimited contract;English;large
26.11.2020 09:40;33;Male;Frontend Developer;10;Senior;JS;74000;28;Full-time employee;Unlimited contract;English;large
26.11.2020 09:49;34;Male;Backend Developer;13;Senior;Elixir;70000;30;Full-time employee;Unlimited contract;English;large
26.11.2020 09:50;25;Male;Backend Developer;6;Senior;Go;86000;28;Full-time employee;Unlimited contract;English;large
26.11.2020 09:51;42;Female;QA Engineer;5;Middle;Java;46000;26;Full-time employee;Unlimited contract;English;medium-size
26.11.2020 10:07;25;Female;computer vision researcher;3;Junior;Python;23000;30;Full-time employee;Temporary contract;English;medium-size
26.11.2020 10:11;40;Male;Backend Developer;14;Lead;Spring;135000;30;Self-employed (freelancer);Temporary contract;English;large
26.11.2020 10:14;33;Male;Software Engineer;11;Senior;Python;80000;30;Full-time employee;Temporary contract;English;large
26.11.2020 10:31;39;Male;Teamlead;12;Head;PHP ;75000;30;Full-time employee;Unlimited contract;German;micro
26.11.2020 10:31;24;Male;Software Engineer;2;Junior;Javascript;50000;30;Full-time employee;Unlimited contract;German;extra-large
26.11.2020 10:40;24;Female;Software Engineer;3;Middle;Java;29000;20;Full-time employee;Unlimited contract;English;small
26.11.2020 10:53;39;Male;Engineering Manager;15;Lead;Java;78000;30;Full-time employee;Unlimited contract;German;large
26.11.2020 10:59;33;Male;Backend Developer;8;Senior;C#;75000;27;Full-time employee;Temporary contract;English;small
26.11.2020 11:13;29;Male;Software Engineer;6;Middle;Swift;70000;28;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 11:33;29;Female;Software Engineer;5;Middle;PHP;55000;24;Full-time employee;Unlimited contract;English;small
26.11.2020 11:46;34;Male;Hardware Engineer;12;Senior;;56000;30;Full-time employee;Unlimited contract;English;micro
26.11.2020 11:49;30;Male;Backend Developer;9;Head;Java;85000;25;Full-time employee;Unlimited contract;English;medium-size
26.11.2020 11:50;31;Male;ML Engineer;7;Middle;Python;80000;28;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 12:20;33;Male;Mobile Developer;8;Senior;swift;75000;30;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 12:21;31;Female;Software Engineer;1;Junior;React;57000;30;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 12:47;36;Male;Software Engineer;16;Middle;.Net;65000;30;Full-time employee;Unlimited contract;German;medium-size
26.11.2020 13:35;30;Male;DevOps;7;Middle;;80000;30;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 14:10;30;Male;Mobile Developer;8;Senior;Swift;60000;50;Self-employed (freelancer);Temporary contract;English;micro
26.11.2020 15:14;32;Male;Software Engineer;11;Senior;C++;100000;30;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 15:29;35;Male;Backend Developer;12;Senior;php;54000;27;Full-time employee;Unlimited contract;English;large
26.11.2020 15:31;34;Male;Data Scientist;6;Senior;python;80000;27;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 15:37;26;Male;Data Scientist;4;Middle;Python;60000;27;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 16:20;29;Male;Mobile Developer;7;Senior;Kotlin;64000;30;Full-time employee;Unlimited contract;English;medium-size
26.11.2020 17:24;31;Male;Software Engineer;12;Senior;Java;60000;27;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 17:25;30;Male;Backend Developer;8;Senior;;73000;25;Full-time employee;Unlimited contract;English;medium-size
26.11.2020 17:27;33;Male;Software Engineer;10;Senior;Python;80000;28;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 17:45;28;Male;Data Engineer;6;Middle;Python;83000;30;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 18:08;33;Male;Designer (UI/UX);7;Senior;;42000;24;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 18:57;35;Male;Data Scientist;3;Middle;Python;68000;26;Full-time employee;Unlimited contract;English;medium-size
26.11.2020 19:22;35;Male;Consultant;16;Senior;Python;100000;30;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 19:22;31;Male;Software Engineer;8;Senior;Typescript ;80000;28;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 19:25;32;Male;Software Engineer;13;Junior;C;48000;28;Full-time employee;Unlimited contract;English;medium-size
26.11.2020 20:19;38;Male;Software Engineer;15;Senior;Go;75000;28;Full-time employee;Unlimited contract;English;large
26.11.2020 20:19;29;Male;Engineering Manager;9;Lead;Go;85000;27;Full-time employee;Unlimited contract;English;large
26.11.2020 20:41;33;Male;Backend Developer;13;Senior;Java;110000;24;Full-time employee;Unlimited contract;English;large
26.11.2020 20:57;30;Male;DevOps;7;Senior;;70000;26;Full-time employee;Unlimited contract;English;large
26.11.2020 21:13;28;Male;Fullstack Developer;6;Senior;JavaScript;75000;23;Full-time employee;Unlimited contract;English;small
26.11.2020 21:13;32;Male;Senior Data Engineer;9;Senior;Python;90000;30;Full-time employee;Unlimited contract;English;medium-size
26.11.2020 21:19;39;Male;Frontend Developer;10;Senior;Javascript;85000;27;Full-time employee;Unlimited contract;English;large
26.11.2020 21:22;31;Male;Frontend Developer;6;Senior;TypeScript/Angular;110000;30;Full-time employee;Unlimited contract;English;small
26.11.2020 21:29;33;Male;Software Engineer;10;Senior;golang;110000;30;Full-time employee;Unlimited contract;English;large
26.11.2020 21:30;30;Male;QA Engineer;8;Senior;Python;68000;30;Full-time employee;Unlimited contract;English;medium-size
26.11.2020 21:35;39;Female;DevOps;11;Lead;;93000;30;Part-time employee;Unlimited contract;German;extra-large
26.11.2020 21:42;30;Female;Analyst;2;Junior;R;45000;28;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 21:49;37;Male;Software Engineer;15;Senior;C#;80000;30;Full-time employee;Unlimited contract;German;medium-size
26.11.2020 21:50;42;Male;Software Engineer;20;Senior;PHP;65000;27;Full-time employee;Unlimited contract;English;large
26.11.2020 22:09;28;Male;IT Manager;6;Middle;;65000;28;Full-time employee;Unlimited contract;English;medium-size
26.11.2020 22:35;31;Male;QA Engineer;9;Middle;Java;60000;30;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 22:41;20;Male;Mobile Developer;5;Lead;C#;240000;27;Full-time employee;Unlimited contract;English;extra-large
26.11.2020 22:44;34;Female;QA Engineer;11;Senior;Python;60000;28;Full-time employee;Unlimited contract;German;extra-large
26.11.2020 23:22;38;Male;Head of IT ;15;Head;;80000;30;Full-time employee;Unlimited contract;English;large
26.11.2020 23:26;35;Male;Engineering Manager;20;Lead;Go;85000;26;Full-time employee;Unlimited contract;English;small
26.11.2020 23:34;31;Male;Software Engineer;14;Senior;C++;75000;30;Full-time employee;Unlimited contract;English;large
26.11.2020 23:40;37;Male;Software Engineer;11;Senior;Python;73000;28;Full-time employee;Unlimited contract;English;large
26.11.2020 23:45;37;Male;Backend Developer;12;Lead;Kotlin/PHP;90000;28;Full-time employee;Unlimited contract;English;small
27.11.2020 00:02;34;Male;Mobile Developer;9;Senior;iOS;80000;27;Full-time employee;Unlimited contract;English;extra-large
27.11.2020 00:29;25;Male;Data Scientist;1;Junior;Python;42000;30;Full-time employee;Unlimited contract;English;micro
27.11.2020 00:33;42;Male;Software Engineer;20;Senior;C++;70000;30;Full-time employee;Unlimited contract;English;large
